pos,name,x,y
S,Da'Norris Searcy,0.569606766366,-10.1440215613
S,Eddie Pleasant,-3.80146838027,-5.74899527097
S,Zeke Motta,4.34885100882,6.70705057793
S,Keelan Johnson,3.91619012451,5.65893183064
S,Jerrard Tarrant,-5.27832471561,2.0971826184
S,Justin Bethel,11.6335918846,-0.126862502504
S,Antonio Allen,-2.59722106047,-0.488699514339
S,Joe Lefeged,2.11332116951,-0.690299113973
S,Eric Hagg,0.520972931443,-1.00048714482
QB,Ricky Stanzi,-2.53378680106,-0.0978926808959
QB,Colby Cameron,-1.4084875517,-0.830317697479
QB,Cam Newton,13.1778552661,-2.62934144624
QB,Mike Glennon,-12.1223686153,0.316359535747
QB,Jacory Harris,1.87720668416,0.154521418847
QB,Darron Thomas,10.4600300077,12.0055507999
QB,Collin Klein,-2.88277335673,-0.912892924237
QB,Chandler Harnish,-0.675221571311,-0.471412583469
QB,Patrick Witt,-11.2247675369,1.40086460182
QB,Matt Scott,4.33078300345,-1.86010178654
QB,Aaron Corp,-6.5912245126,0.468252297335
QB,Tyrod Taylor,14.0912299484,-2.18001910553
QB,James Vandenberg,2.8304727689,-1.3062755827
QB,Christian Ponder,3.56898727315,-0.94612322164
QB,Jordan Jefferson,6.03000523809,13.0251067949
QB,Tyler Wilson,-2.14328076619,-1.18887451746
QB,Kirk Cousins,-4.91411876483,-0.63126629604
QB,Landry Jones,1.53933129479,-1.29829440065
QB,Colin Kaepernick,2.0997070321,-1.03007421134
QB,Austin Davis,-3.9932003065,-0.182744383922
QB,Russell Wilson,5.41803024778,-1.31798411601
QB,Ryan Lindley,-5.48246468204,-0.261235326204
QB,Andrew Luck,11.692146568,-2.07759188711
QB,Josh Portis,14.9965269662,-1.72938706424
QB,Ryan Nassib,-8.62126974385,0.116334674471
QB,Jeff Van Camp,0.62493884314,-1.11358916489
QB,Brad Sorensen,-1.96308793286,-1.09948955958
QB,Blaine Gabbert,7.08425322168,-1.7820126053
QB,Jake Locker,3.01061845718,-0.580346491995
QB,Taylor Yates,-9.17140532174,0.480715827335
QB,Andy Dalton,-7.31973107752,0.10744088565
QB,Greg McElroy,-5.12830913822,0.552386976419
QB,E.J. Manuel,5.41284404,-1.31736129687
QB,Nathan Enderle,-12.4823142613,0.133752740599
QB,Pat Devlin,3.19613066051,-1.12488457711
QB,Scott Tolzien,1.92859431356,-1.75657732141
QB,Kellen Moore,-14.7118798942,0.96480369582
WR,Martavis Bryant,4.07124130045,-0.556418741942
WR,Dwayne Harris,-10.0948240323,1.40021997598
WR,Cody Hoffman,-13.2108128073,6.33584578498
WR,Stephen Hill,10.7552160542,-7.59287997461
WR,Josh Boyce,11.4495276421,0.88067660633
WR,Kevin Norwood,-3.97733176225,-5.44269627717
WR,Owen Spencer,-0.326549207386,-9.81138862155
WR,Jimmy Young,-1.12887294777,6.44928971084
WR,DeAndre Brown,-2.09641597611,7.25152757273
WR,Markus Wheaton,3.19026941537,4.64200687801
WR,Odell Beckham,-1.68135073824,-7.51202265697
WR,Brandon Kaufman,-7.79683131211,-1.49179556896
WR,Albert Wilson,0.298924104025,-5.39787254016
WR,A.J. Green,5.71501353603,0.10799167188
WR,Mohamed Sanu,6.81421690115,0.755109434666
WR,Mark Harrison,8.95576550644,-2.83042619585
WR,Stephen Burton,-0.558566620611,5.70970005245
WR,Aaron Mellette,-1.74536458141,-5.72579950935
WR,T.J. Moe,6.02170441971,9.80272813486
WR,Marcus Lucas,5.07862482099,3.18179538341
WR,Jermaine Kearse,-1.90691875955,0.522308923554
WR,Lestar Jean,-5.13069821737,3.24970601919
WR,Allen Hurns,-2.28431132315,0.375182815394
WR,Sammy Watkins,3.70048250338,-0.977049609263
WR,Damian Copeland,0.0454641849523,-2.45151920759
WR,Dri Archer,5.08039346201,3.45522993841
WR,Ace Sanders,-7.91585203495,-4.03644070923
WR,Davante Adams,3.19137493256,-2.29914830085
WR,Tori Gurley,-2.31781369424,1.95366153061
WR,Austin Franklin,-1.87214194538,-7.7226045715
WR,Alec Lemon,-11.6987983815,-1.38932454067
WR,Denarius Moore,-2.44212303575,-0.0437452324419
WR,Brandin Cooks,0.676600814189,1.41560506544
WR,Ryan Grant,-6.06071350562,-3.64399569805
WR,Jerrell Jackson,11.0603739154,2.10307784871
WR,Juron Criner,-0.310726799384,3.58524539079
WR,Armon Binns,-4.13954054956,0.53109112199
WR,Bruce Ellington,1.46006279005,0.128679112155
WR,Walter Powell,-4.23033479581,-3.04335088322
WR,Stedman Bailey,-4.83360627688,-0.999695888632
